seed,noV,rhsMin,rhsMax,cMin,cMax,fMin,fMax,supplyNodes,demandNodes, totSupply, avgFC
411,88,217,434,0,20,6536,19608,3,3,750.0,1258.7916853
412,28,288,576,0,20,14206,42618,3,1,1191.0,2971.88433878
413,74,821,1642,0,20,12761,38283,5,1,1619.0,2776.23100479
414,126,423,846,0,20,6971,20913,4,3,2238.0,1347.93645493
415,52,776,1552,0,20,4931,14793,1,2,1125.0,1051.42400487
416,86,254,508,0,20,156,468,4,4,1689.0,35.5727776806
417,102,932,1864,0,20,16026,48078,9,1,1381.0,3400.5329299
418,36,323,646,0,20,2261,6783,4,3,1412.0,517.458435687
419,36,625,1250,0,20,14451,43353,4,2,3199.0,2498.92152087
420,52,27,54,0,20,15626,46878,4,2,180.0,2784.97704477
421,118,655,1310,0,20,12226,36678,5,3,2905.0,2726.14894799
422,130,386,772,0,20,121,363,7,2,1346.0,23.2720405466
423,106,324,648,0,20,10801,32403,4,3,1354.0,2046.17502371
424,102,562,1124,0,20,16036,48108,3,2,1257.0,3241.25613098
425,28,420,840,0,20,3436,10308,3,3,1536.0,786.511094162
426,60,164,328,0,20,14611,43833,4,3,1039.0,3199.53640291
427,110,164,328,0,20,16311,48933,2,3,534.0,3343.95442501
428,72,255,510,0,20,1031,3093,4,2,1539.0,207.945981558
429,24,595,1190,0,20,2456,7368,2,2,1937.0,510.743464445
430,38,272,544,0,20,2751,8253,3,3,1303.0,596.84522863
431,124,968,1936,0,20,15546,46638,3,4,4798.0,3183.32646283
432,28,584,1168,0,20,13281,39843,4,2,1747.0,2681.31354955
433,26,200,400,0,20,9936,29808,5,1,1656.0,2053.18887012
434,64,362,724,0,20,10406,31218,1,1,611.0,1968.15482682
435,78,985,1970,0,20,17301,51903,7,1,1859.0,3407.57297584
436,46,383,766,0,20,15571,46713,4,3,1225.0,3359.03456287
437,24,531,1062,0,20,1976,5928,3,4,2312.0,502.11092075
438,118,209,418,0,20,11521,34563,4,3,744.0,2423.70293358
439,52,404,808,0,20,6226,18678,3,3,1827.0,1245.94963433
440,54,125,250,0,20,1656,4968,5,2,1047.0,314.374302761
441,98,178,356,0,20,16066,48198,8,1,352.0,3308.91226522
442,72,367,734,0,20,8901,26703,3,4,1825.0,1697.65960868
443,94,757,1514,0,20,426,1278,2,3,2082.0,80.4006419721
444,76,309,618,0,20,261,783,3,3,1157.0,54.2864849922
445,66,551,1102,0,20,4996,14988,4,3,2568.0,1128.02361198
446,98,788,1576,0,20,15311,45933,3,1,1187.0,2871.38567508
447,88,412,824,0,20,10506,31518,3,2,2029.0,1931.25602609
448,54,281,562,0,20,2356,7068,4,4,1283.0,533.465767924
449,64,191,382,0,20,3821,11463,3,2,486.0,745.185053464
450,114,97,194,0,20,18931,56793,4,3,446.0,3991.37740134
451,104,41,82,0,20,2571,7713,4,2,103.0,564.183420314
452,104,342,684,0,20,13126,39378,4,4,1771.0,2930.16558021
453,96,238,476,0,20,10686,32058,6,3,1011.0,2215.4440216
454,94,304,608,0,20,14946,44838,3,2,1273.0,3234.84457757
455,64,907,1814,0,20,14516,43548,3,4,4245.0,2977.50140074
456,70,749,1498,0,20,19331,57993,1,2,1337.0,4447.61153705
457,82,752,1504,0,20,19936,59808,4,3,3232.0,3667.30387948
458,28,72,144,0,20,10621,31863,3,2,160.0,2125.82430768
459,100,960,1920,0,20,15371,46113,5,4,6808.0,3016.06125043
460,104,299,598,0,20,15126,45378,3,4,1386.0,3213.81229021
461,84,721,1442,0,20,15196,45588,2,2,2438.0,2989.16372125
462,112,593,1186,0,20,1486,4458,4,3,3235.0,338.292767237
463,122,204,408,0,20,9426,28278,3,2,633.0,1900.21629578
464,90,272,544,0,20,10956,32868,5,3,2104.0,1980.20435311
465,114,192,384,0,20,4431,13293,5,3,1445.0,868.652590834
466,42,900,1800,0,20,2451,7353,5,1,1436.0,510.899380779
467,24,253,506,0,20,8061,24183,2,1,316.0,1537.09715144
468,86,996,1992,0,20,7616,22848,5,2,8015.0,1432.41952724
469,50,266,532,0,20,5971,17913,5,2,2039.0,1380.75560531
470,36,42,84,0,20,6921,20763,1,2,83.0,1488.40676745
471,28,983,1966,0,20,18756,56268,4,4,5800.0,3606.01905943
472,132,885,1770,0,20,18916,56748,3,3,4480.0,3488.48529079
473,62,337,674,0,20,1076,3228,6,4,1795.0,194.743256182
474,132,70,140,0,20,981,2943,5,1,510.0,187.81480018
475,112,975,1950,0,20,1296,3888,3,1,1153.0,225.814697951
476,128,498,996,0,20,11846,35538,3,2,2102.0,2320.53019876
477,54,617,1234,0,20,17961,53883,3,3,2473.0,3619.14007055
478,34,965,1930,0,20,16731,50193,6,1,8130.0,3231.45533037
479,82,918,1836,0,20,17526,52578,4,3,4266.0,3812.07996638
480,54,393,786,0,20,16981,50943,4,3,2280.0,3188.02191444
481,68,678,1356,0,20,9466,28398,4,1,1341.0,2084.64910357
482,68,522,1044,0,20,6011,18033,2,2,1454.0,1111.89419734
483,56,530,1060,0,20,16161,48483,4,4,2531.0,2906.52295978
484,26,572,1144,0,20,8861,26583,3,2,1351.0,1890.21261044
485,76,140,280,0,20,15201,45603,6,3,669.0,3208.20837747
486,42,173,346,0,20,9786,29358,5,2,1247.0,1766.86276784
487,88,819,1638,0,20,16841,50523,2,2,1732.0,3192.5334333
488,120,113,226,0,20,14506,43518,4,3,503.0,2918.95608354
489,70,939,1878,0,20,3591,10773,4,2,2467.0,723.052976714
490,74,902,1804,0,20,9471,28413,5,3,3274.0,1781.54261508
491,114,496,992,0,20,7901,23703,5,2,1618.0,1544.54214563
492,118,806,1612,0,20,15721,47163,1,2,1328.0,3049.09325204
493,130,897,1794,0,20,13666,40998,3,4,4809.0,2678.99598747
494,92,627,1254,0,20,13771,41313,1,2,1238.0,2708.51764127
495,80,685,1370,0,20,3761,11283,6,2,5947.0,694.70575876
496,34,730,1460,0,20,9026,27078,3,1,3664.0,1689.3789323
497,114,263,526,0,20,19146,57438,4,4,1152.0,3774.37984989
498,48,483,966,0,20,12216,36648,5,2,1140.0,2516.19227354
499,76,114,228,0,20,15006,45018,4,2,347.0,2770.88079188
500,86,798,1596,0,20,18986,56958,3,3,3995.0,3876.31511117
501,48,640,1280,0,20,12571,37713,4,1,1143.0,2543.7793942
502,60,506,1012,0,20,3366,10098,3,4,2249.0,622.62451803
503,42,171,342,0,20,7076,21228,3,2,715.0,1397.73517274
504,112,463,926,0,20,11416,34248,4,1,711.0,2426.638446
505,52,150,300,0,20,16886,50658,3,2,693.0,3739.73614363
506,64,758,1516,0,20,9806,29418,2,2,1598.0,1982.47425537
507,126,483,966,0,20,12351,37053,4,3,3023.0,2656.71718011
508,76,542,1084,0,20,13271,39813,5,3,2610.0,2683.3006694
509,44,705,1410,0,20,18326,54978,2,1,1664.0,3546.42052266
510,106,685,1370,0,20,11026,33078,4,2,1524.0,2324.57746937
511,48,109,218,0,20,2436,7308,4,3,457.0,489.263432277
512,58,19,38,0,20,8786,26358,4,2,63.0,1477.89746001
513,90,17,34,0,20,2636,7908,4,1,29.0,571.833451625
514,44,359,718,0,20,12641,37923,4,2,2232.0,2678.00525777
515,124,165,330,0,20,19131,57393,5,4,797.0,4025.08789042
516,82,815,1630,0,20,16996,50988,6,2,2152.0,3446.37767172
517,132,813,1626,0,20,19201,57603,4,2,4782.0,4121.81762233
518,80,940,1880,0,20,16496,49488,2,2,2031.0,3279.99048673
519,58,604,1208,0,20,566,1698,4,3,1947.0,114.422604503
520,118,983,1966,0,20,1206,3618,4,3,4284.0,238.673229218
521,50,100,200,0,20,17166,51498,5,2,294.0,3809.93903823
522,116,77,154,0,20,7721,23163,5,2,225.0,1563.25381276
523,54,977,1954,0,20,13631,40893,5,2,2324.0,2858.53665724
524,52,226,452,0,20,221,663,4,2,1129.0,44.7802680134
525,74,827,1654,0,20,19476,58428,3,2,2844.0,4218.10496145
526,28,999,1998,0,20,4271,12813,3,3,4366.0,575.699806499
527,110,978,1956,0,20,18601,55803,2,2,3579.0,3624.86350211
528,84,784,1568,0,20,16346,49038,4,3,5295.0,3369.5337462
529,108,651,1302,0,20,3041,9123,4,2,2009.0,674.166090983
530,112,879,1758,0,20,2111,6333,3,4,3773.0,421.622227869
531,132,903,1806,0,20,13656,40968,2,2,2945.0,2870.68168024
532,32,210,420,0,20,12361,37083,6,3,2102.0,2535.9434055
533,50,378,756,0,20,13816,41448,4,2,919.0,2897.16950894
534,72,423,846,0,20,11026,33078,2,3,1117.0,2335.90660057
535,98,141,282,0,20,8376,25128,2,3,373.0,1797.70753955
536,84,744,1488,0,20,12606,37818,5,6,5395.0,2589.21986696
537,46,727,1454,0,20,19846,59538,4,4,3626.0,4026.06476358
538,66,271,542,0,20,961,2883,2,1,479.0,170.425347013
539,132,297,594,0,20,15016,45048,4,3,1001.0,3056.35090714
540,24,614,1228,0,20,13371,40113,2,2,1536.0,2718.53236188
541,38,359,718,0,20,9361,28083,5,3,2642.0,2016.73046343
542,42,481,962,0,20,3241,9723,5,2,1133.0,662.64465717
543,126,844,1688,0,20,19586,58758,1,1,1470.0,4288.05668773
544,56,666,1332,0,20,5591,16773,3,3,3243.0,1225.23448305
545,120,215,430,0,20,17841,53523,3,3,873.0,3668.17847786
546,122,15,30,0,20,7931,23793,3,3,81.0,1389.46006479
547,56,46,92,0,20,14066,42198,2,2,167.0,2846.59136477
548,78,955,1910,0,20,15976,47928,4,3,4687.0,2872.96674996
549,40,926,1852,0,20,4046,12138,3,2,4028.0,740.690512962
550,100,840,1680,0,20,9426,28278,4,3,3565.0,1857.15990402
551,112,513,1026,0,20,13426,40278,3,3,2235.0,2502.57588884
552,78,22,44,0,20,1491,4473,2,2,56.0,312.364302854
553,72,472,944,0,20,9091,27273,2,1,494.0,1695.26326426
554,62,516,1032,0,20,3446,10338,5,1,910.0,625.159360802
555,84,194,388,0,20,3221,9663,3,1,306.0,600.99923674
556,92,689,1378,0,20,3756,11268,4,4,3321.0,838.153212001
557,84,25,50,0,20,2036,6108,5,2,38.0,369.512992553
558,82,989,1978,0,20,16961,50883,3,1,1575.0,3125.97130743
559,110,16,32,0,20,18076,54228,5,2,43.0,3702.13581021
560,104,761,1522,0,20,886,2658,4,3,4956.0,177.551616172
561,84,593,1186,0,20,3931,11793,3,4,2893.0,732.23217072
562,108,737,1474,0,20,14066,42198,4,2,2159.0,2726.09346975
563,54,522,1044,0,20,17386,52158,3,2,2164.0,3432.53645668
564,58,927,1854,0,20,3941,11823,3,4,4835.0,715.166824853
565,74,940,1880,0,20,16081,48243,5,3,6634.0,3324.8136753
566,124,797,1594,0,20,9711,29133,3,1,1060.0,2045.9819943
567,118,143,286,0,20,9506,28518,3,3,543.0,1822.73375716
568,114,103,206,0,20,10746,32238,2,1,180.0,2383.76746857
569,28,620,1240,0,20,18461,55383,7,1,834.0,4272.72245879
570,26,77,154,0,20,291,873,4,2,463.0,55.5375962067
571,90,153,306,0,20,17326,51978,3,1,284.0,3623.53072542
572,50,946,1892,0,20,7941,23823,4,3,5562.0,1809.49780054
573,116,697,1394,0,20,13016,39048,4,3,4614.0,2344.87346062
574,32,312,624,0,20,10971,32913,5,2,727.0,2471.75307139
575,112,305,610,0,20,18261,54783,3,3,1160.0,4103.37587907
576,76,765,1530,0,20,11751,35253,6,2,1918.0,2552.14976136
577,60,392,784,0,20,14031,42093,7,2,3676.0,3059.89626007
578,86,764,1528,0,20,3266,9798,2,1,2387.0,646.920182889
579,76,317,634,0,20,8011,24033,6,1,2676.0,1555.58541354
580,114,524,1048,0,20,5891,17673,4,2,1255.0,1141.30393869
581,54,712,1424,0,20,3641,10923,3,3,2862.0,890.201831436
582,116,205,410,0,20,19811,59433,5,3,744.0,4101.86304197
583,100,538,1076,0,20,2286,6858,5,3,4298.0,463.823714956
584,30,596,1192,0,20,5026,15078,6,3,5519.0,985.602920253
585,42,63,126,0,20,14401,43203,5,4,299.0,3011.02980954
586,132,738,1476,0,20,2341,7023,3,3,2283.0,431.232664688
587,102,893,1786,0,20,15786,47358,2,1,2944.0,3290.6155462
588,66,726,1452,0,20,18271,54813,3,3,3227.0,3715.5920153
589,54,121,242,0,20,12876,38628,4,2,633.0,2726.3959891
590,76,26,52,0,20,981,2943,5,3,71.0,185.657778662
591,70,549,1098,0,20,10131,30393,3,4,2875.0,2171.15308971
592,40,73,146,0,20,18896,56688,6,3,268.0,4109.4546703
593,94,924,1848,0,20,7336,22008,2,3,3406.0,1273.38688751
594,42,126,252,0,20,13661,40983,2,2,285.0,2522.03598147
595,94,994,1988,0,20,7111,21333,2,3,3572.0,1433.45927516
596,108,405,810,0,20,18551,55653,5,4,2775.0,4208.03400002
597,68,102,204,0,20,3106,9318,6,2,275.0,644.397166185
598,104,852,1704,0,20,1986,5958,3,2,2125.0,472.872289556
599,86,708,1416,0,20,6841,20523,4,1,1147.0,1317.43080389
600,70,941,1882,0,20,6881,20643,3,3,3542.0,1369.19816054
601,104,193,386,0,20,11341,34023,3,1,779.0,2033.54711025
602,104,402,804,0,20,6696,20088,5,1,536.0,1359.2916051
603,70,165,330,0,20,11381,34143,3,2,482.0,2301.95495045
604,108,65,130,0,20,18226,54678,5,1,110.0,3707.04211428
605,70,173,346,0,20,11486,34458,3,2,902.0,2249.81269355
606,96,736,1472,0,20,1126,3378,4,2,2032.0,206.732340344
607,34,698,1396,0,20,19566,58698,3,3,2448.0,4131.63441157
608,100,132,264,0,20,17701,53103,1,2,257.0,3288.42745615
609,40,630,1260,0,20,6186,18558,4,1,831.0,1429.39562554
610,132,445,890,0,20,6141,18423,3,2,937.0,1258.95540579
611,92,544,1088,0,20,19336,58008,4,2,1706.0,3587.70962241
612,108,826,1652,0,20,4501,13503,5,1,5859.0,837.468241581
613,108,278,556,0,20,15761,47283,2,2,754.0,3171.59888651
614,42,254,508,0,20,12046,36138,4,3,1574.0,2522.41907034
615,94,232,464,0,20,1536,4608,3,4,1263.0,287.504001233
616,112,27,54,0,20,8956,26868,4,4,146.0,1798.44533998
617,50,694,1388,0,20,9076,27228,4,2,1889.0,1558.51079019
618,70,460,920,0,20,17821,53463,7,1,767.0,3557.72583176
619,38,509,1018,0,20,126,378,5,2,4179.0,25.6927348636
620,90,224,448,0,20,10151,30453,3,3,759.0,1960.634674
621,62,315,630,0,20,12471,37413,7,1,513.0,2633.72119658
622,76,296,592,0,20,19616,58848,4,3,1234.0,3900.11245339
623,28,46,92,0,20,3411,10233,3,2,225.0,646.396165866
624,44,190,380,0,20,641,1923,4,3,1128.0,139.588157101
625,90,999,1998,0,20,5076,15228,5,2,2084.0,1100.22679263
626,24,366,732,0,20,2436,7308,2,3,1226.0,469.895274179
627,32,930,1860,0,20,14636,43908,4,2,2284.0,2896.55359041
628,84,878,1756,0,20,1861,5583,4,2,2620.0,377.924509578
629,124,54,108,0,20,9786,29358,3,4,265.0,2200.44949681
630,78,995,1990,0,20,3096,9288,3,1,1759.0,572.743807233
631,44,793,1586,0,20,6781,20343,3,2,2067.0,1285.48012529
632,24,368,736,0,20,18936,56808,3,3,1771.0,3887.24072746
633,114,45,90,0,20,19806,59418,5,2,115.0,4080.68092825
634,22,128,256,0,20,12986,38958,4,3,495.0,2734.00159157
635,86,346,692,0,20,15561,46683,4,3,1254.0,3310.7839974
636,22,200,400,0,20,17811,53433,5,3,911.0,3231.86428235
637,38,492,984,0,20,5326,15978,5,3,1667.0,1036.30415225
638,124,632,1264,0,20,9461,28383,6,2,1668.0,1820.15164347
639,64,708,1416,0,20,12286,36858,4,3,4252.0,2406.22528154
640,28,19,38,0,20,9111,27333,5,4,145.0,1977.07370379
641,30,383,766,0,20,251,753,4,4,1725.0,46.1313341938
642,68,661,1322,0,20,5041,15123,4,2,1990.0,1045.01920367
643,78,551,1102,0,20,7751,23253,5,3,2783.0,1537.07432172
644,32,486,972,0,20,8621,25863,4,2,3182.0,1487.70592499
645,108,198,396,0,20,3061,9183,5,1,293.0,583.560878889
646,58,573,1146,0,20,11736,35208,2,2,1231.0,2311.92271026
647,60,905,1810,0,20,19971,59913,5,2,6402.0,4145.41340784
648,82,643,1286,0,20,11411,34233,2,2,2269.0,2469.20612417
649,72,359,718,0,20,4516,13548,4,2,776.0,914.916690031
650,120,314,628,0,20,13671,41013,4,4,1612.0,2782.73731679
651,102,44,88,0,20,11256,33768,4,2,189.0,2219.50599159
652,80,144,288,0,20,11571,34713,7,1,261.0,2283.05071576
653,120,740,1480,0,20,9866,29598,2,2,1599.0,2136.20044891
654,56,660,1320,0,20,7676,23028,6,2,1553.0,1609.43997174
655,22,820,1640,0,20,3771,11313,3,2,3531.0,753.829297413
656,84,666,1332,0,20,13716,41148,3,1,2791.0,2767.3587725
657,56,596,1192,0,20,15781,47343,4,2,1651.0,3093.83286367
658,80,153,306,0,20,1261,3783,6,2,466.0,223.74781491
659,42,725,1450,0,20,15321,45963,6,2,5751.0,2899.52322296
660,64,17,34,0,20,12811,38433,3,3,80.0,2273.51513802
661,56,927,1854,0,20,17391,52173,4,2,2547.0,3636.65825222
662,54,635,1270,0,20,541,1623,2,2,2130.0,119.462897055
663,70,889,1778,0,20,12291,36873,2,1,1456.0,2347.56483486
664,78,786,1572,0,20,18146,54438,3,3,2321.0,3875.98882825
665,70,522,1044,0,20,4536,13608,3,3,1958.0,994.43378444
666,70,457,914,0,20,18066,54198,2,1,655.0,4008.2328379
667,68,104,208,0,20,8686,26058,6,2,265.0,1888.32114644
668,40,463,926,0,20,366,1098,5,1,752.0,69.1723878604
669,94,302,604,0,20,10406,31218,5,3,1010.0,2257.4839144
670,68,565,1130,0,20,14746,44238,3,1,984.0,2930.50413307
671,64,803,1606,0,20,2721,8163,6,3,3774.0,572.099560136
672,40,18,36,0,20,4276,12828,2,3,52.0,1066.75259908
673,42,530,1060,0,20,8936,26808,4,4,2622.0,2114.64730941
674,130,406,812,0,20,1631,4893,4,3,1638.0,345.411835388
675,106,207,414,0,20,6901,20703,5,3,848.0,1531.42479491
676,90,31,62,0,20,16681,50043,4,3,130.0,3484.86997163
677,96,630,1260,0,20,12871,38613,4,2,1441.0,2913.66038817
678,58,110,220,0,20,6376,19128,5,3,370.0,1285.24199688
679,124,915,1830,0,20,12161,36483,5,2,7188.0,2340.32770499
680,36,613,1226,0,20,17021,51063,3,2,2397.0,3202.13982949
681,124,414,828,0,20,6306,18918,5,2,3229.0,1347.23313941
682,26,529,1058,0,20,4001,12003,5,4,2396.0,690.465374248
683,24,398,796,0,20,17546,52638,3,2,1862.0,3239.28593378
684,126,388,776,0,20,12086,36258,4,5,2436.0,2644.77662056
685,48,298,596,0,20,18506,55518,5,2,932.0,4076.00141596
686,54,986,1972,0,20,10511,31533,4,2,2678.0,2284.94928935
687,90,406,812,0,20,2761,8283,4,2,2150.0,534.403752346
688,50,807,1614,0,20,18566,55698,4,1,1344.0,4090.1662155
689,22,609,1218,0,20,17276,51828,4,2,1527.0,3851.97531158
690,40,327,654,0,20,9271,27813,4,2,799.0,1986.69155824
691,70,690,1380,0,20,2586,7758,4,1,774.0,530.417344608
692,126,874,1748,0,20,12916,38748,4,3,3501.0,2536.88240772
693,124,482,964,0,20,11641,34923,4,1,797.0,2438.8271755
694,108,704,1408,0,20,17131,51393,3,1,1103.0,3542.28588077
695,82,332,664,0,20,14571,43713,4,4,1491.0,2897.7814291
696,72,168,336,0,20,4706,14118,7,1,297.0,941.305282521
697,108,137,274,0,20,1111,3333,3,2,328.0,205.862566851
698,132,860,1720,0,20,18891,56673,5,3,3653.0,3688.65040339
699,94,368,736,0,20,18226,54678,1,1,503.0,3419.00576639
700,100,167,334,0,20,3836,11508,3,3,929.0,817.254931145
701,34,748,1496,0,20,9986,29958,2,2,2142.0,2043.56682286
702,36,766,1532,0,20,15856,47568,5,4,4862.0,3640.91642824
703,130,51,102,0,20,3091,9273,3,3,236.0,668.119998356
704,104,841,1682,0,20,7456,22368,6,4,5224.0,1351.56063496
705,56,781,1562,0,20,156,468,3,2,2010.0,36.5065660149
706,50,625,1250,0,20,17686,53058,7,2,1981.0,3184.90598419
707,58,18,36,0,20,12651,37953,5,2,45.0,3012.056361
708,114,125,250,0,20,16876,50628,3,2,291.0,3412.09627248
709,48,535,1070,0,20,5381,16143,5,3,3720.0,990.425801071
710,98,381,762,0,20,11121,33363,6,4,2222.0,2249.98560198
711,68,615,1230,0,20,7856,23568,6,2,1782.0,1598.65042107
712,30,292,584,0,20,9991,29973,4,2,1744.0,1967.08568232
713,74,391,782,0,20,5681,17043,3,3,1288.0,1039.93136072
714,56,774,1548,0,20,1396,4188,5,4,4037.0,261.753840921
715,108,514,1028,0,20,2981,8943,3,2,1656.0,539.130468961
716,48,164,328,0,20,14831,44493,5,2,566.0,3603.99519058
717,108,239,478,0,20,3061,9183,3,3,844.0,558.414875469
718,120,261,522,0,20,12601,37803,5,1,441.0,2525.4297655
719,96,277,554,0,20,13966,41898,5,4,1984.0,2795.5167726
720,104,748,1496,0,20,3106,9318,5,5,5488.0,646.944677058
721,106,154,308,0,20,8276,24828,6,2,415.0,1865.83174126
722,56,611,1222,0,20,3031,9093,5,2,1525.0,712.740038922
723,42,543,1086,0,20,4086,12258,2,2,1228.0,665.318044006
724,26,876,1752,0,20,5806,17418,4,2,2681.0,898.214648094
725,84,86,172,0,20,981,2943,5,1,712.0,203.052719924
726,112,264,528,0,20,7126,21378,2,2,450.0,1373.13793153
727,80,877,1754,0,20,19011,57033,4,3,4216.0,3895.45592651
728,90,919,1838,0,20,8811,26433,2,1,1216.0,1673.62878281
729,54,702,1404,0,20,6546,19638,4,4,4295.0,1425.34988618
730,130,304,608,0,20,12351,37053,4,3,1614.0,2374.37369804
731,122,723,1446,0,20,13966,41898,7,1,1218.0,2780.12040946
732,94,663,1326,0,20,17131,51393,4,2,1417.0,3523.40619574
733,36,417,834,0,20,12741,38223,2,2,931.0,2789.85750298
734,124,681,1362,0,20,15756,47268,4,4,3641.0,3169.15231985
735,82,426,852,0,20,2601,7803,4,5,2850.0,503.853580088
736,124,253,506,0,20,1416,4248,4,3,1693.0,291.967592696
737,42,3,6,0,20,3786,11358,1,1,5.0,696.026687733
738,104,853,1706,0,20,1851,5553,4,2,2395.0,355.257711098
739,74,195,390,0,20,13841,41523,4,2,406.0,2807.25134724
740,116,575,1150,0,20,881,2643,5,2,1323.0,178.121285766
741,124,221,442,0,20,10516,31548,4,1,400.0,2209.23754121
742,128,416,832,0,20,6226,18678,4,2,2210.0,1239.13888714
743,130,701,1402,0,20,5681,17043,4,3,2487.0,1184.47427968
744,58,309,618,0,20,10746,32238,6,2,761.0,2158.38475165
745,62,221,442,0,20,13351,40053,3,2,458.0,2974.58540173
746,110,424,848,0,20,3146,9438,3,4,2395.0,617.660304587
747,108,299,598,0,20,12556,37668,6,2,904.0,2371.12694948
748,56,72,144,0,20,18991,56973,4,4,351.0,3573.48987092
749,72,761,1522,0,20,13511,40533,5,5,6314.0,2644.22294769
750,48,327,654,0,20,2776,8328,4,3,1169.0,615.569276121
751,132,754,1508,0,20,10401,31203,5,4,4311.0,2116.30729986
752,132,517,1034,0,20,14396,43188,6,1,687.0,2733.13226228
753,118,765,1530,0,20,1421,4263,5,4,5614.0,264.06061673
754,36,180,360,0,20,9946,29838,4,5,1060.0,2310.93423938
755,54,874,1748,0,20,8036,24108,4,3,3441.0,1548.85165545
756,118,460,920,0,20,5421,16263,2,2,1536.0,1102.80717218
757,42,397,794,0,20,3681,11043,4,3,1423.0,692.193233876
758,80,332,664,0,20,16281,48843,5,4,1656.0,3445.94659582
759,124,60,120,0,20,10761,32283,4,3,293.0,2124.85673582
760,32,135,270,0,20,17241,51723,5,1,168.0,3252.13456613
761,46,226,452,0,20,15616,46848,4,3,1084.0,3501.05225308
762,38,962,1924,0,20,7356,22068,4,1,1372.0,1395.52858269
763,34,621,1242,0,20,19406,58218,4,3,3622.0,3677.52480411
764,30,999,1998,0,20,13361,40083,5,2,7234.0,2583.3778022
765,52,34,68,0,20,4891,14673,3,2,84.0,922.794503062
766,60,279,558,0,20,15976,47928,4,2,869.0,3639.52700589
767,32,842,1684,0,20,14491,43473,2,2,2681.0,2562.56608268
768,122,88,176,0,20,9131,27393,5,2,591.0,1765.11458249
769,32,12,24,0,20,12206,36618,3,3,27.0,2729.71185339
770,72,382,764,0,20,18141,54423,6,1,599.0,3977.3138529
771,74,974,1948,0,20,3071,9213,4,4,4871.0,618.929565086
772,84,105,210,0,20,16531,49593,4,2,234.0,3154.63528946
773,102,172,344,0,20,13441,40323,4,3,605.0,2641.55307917
774,86,302,604,0,20,2386,7158,7,1,473.0,447.66987002
775,40,487,974,0,20,431,1293,6,2,1846.0,80.8069781912
776,98,451,902,0,20,12081,36243,3,4,2056.0,2511.67294219
777,62,230,460,0,20,8911,26733,4,2,1479.0,1878.26091465
778,124,43,86,0,20,2566,7698,4,2,122.0,516.22263405
779,40,564,1128,0,20,16106,48318,4,3,1942.0,3169.19766483
780,114,202,404,0,20,16131,48393,5,2,569.0,3205.86650136
781,122,214,428,0,20,8046,24138,5,1,341.0,1672.14163283
782,78,670,1340,0,20,5071,15213,4,2,1880.0,967.35238546
783,42,550,1100,0,20,17446,52338,1,1,846.0,3353.65624833
784,26,433,866,0,20,19941,59823,3,2,2053.0,4609.00697348
785,64,516,1032,0,20,18046,54138,4,1,771.0,3562.00258983
